County,License Number,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,City,Zip Code,Square Footage,Georeference,Full Address,Normalized DBA Name,Is Chain Store,Is Grocery Store
NEW YORK,730197,A,ANP PHARMACEUTICALS LLC,ROYAL PHARMACY,5030,BROADWAY,,NEW YORK,10034,1800,POINT (-73.917057027 40.868976484),5030 BROADWAY,royal pharmacy,No,No
KINGS,617863,AC,SD INTERNATIONAL PRODUCTS FI INC,ROYAL SEAFOOD 2,8419,20TH AVE,,BROOKLYN,11214,1000,POINT (-73.997361527 40.605273554),8419 20TH AVE,royal seafood,No,No
KINGS,610431,AC,ROYAL SEAFOOD OF BBA INC,ROYAL SEAFOOD OF BBA,3100,OCEAN PKWY,,BROOKLYN,11235,1250,POINT (-73.96915835 40.57586527),3100 OCEAN PKWY,royal seafood of bba,No,No
KINGS,615681,A,SARSOR ZAID,ROYAL SUPERMARKET,1419,8TH AVE,,BROOKLYN,11215,1500,POINT (-73.981956008 40.662259809),1419 8TH AVE,royal supermarket,No,Yes
KINGS,752669,AC,BADAFISH LLC,PISCES,413,5TH AVE,,BROOKLYN,11215,2000,POINT (-73.985431313 40.670006574),413 5TH AVE,pisces,No,Yes
KINGS,758075,AC,SWEET PISTACHIO LLC,PISTACHIO STUDIO NYC,881,KENT AVE#,,BROOKLYN,11205,,POINT (-73.959150777 40.694034095),881 KENT AVE#,pistachio studio nyc,No,Yes
KINGS,671141,AC,PITKIN GREEN STORE INC,PITKIN GREEN STORE,2218,PITKIN AVE,,BROOKLYN,11207,1200,POINT (-73.890627294 40.672537699),2218 PITKIN AVE,pitkin green store,No,Yes
KINGS,745140,AC,PIZZA YARD HOLDINGS LLC,PIZZA YARD,141,FLUSHING AVE,,BROOKLYN,11205,800,POINT (-73.971195404 40.698121363),141 FLUSHING AVE,pizza yard,No,Yes
BRONX,756554,AC,SON SONATECA GROCERY STORE CORP,RP GROCERY DELI,945,ALDUS ST,,BRONX,10459,,POINT (-73.891441009 40.823201109),945 ALDUS ST,rp grocery deli,No,Yes
QUEENS,760709,AC,PLACITA 88 CORP,PLACITA 88,88-04,ROOSEVELT AVE,,JACKSON HEIGHTS,11372,1700,POINT (-73.878340765 40.748094521),88-04 ROOSEVELT AVE,placita,No,Yes
QUEENS,724153,AC,RPJ DELI & GROCERY STORE II INC,RPJ DELI & GROCERY STORE II,98-51,212TH ST,,QUEENS VILLAGE,11429,2400,POINT (-73.746685876 40.714429822),98-51 212TH ST,rpj deli grocery store ii,No,Yes
KINGS,618797,AC,RRR DELI GROCERY CORP,RRR DELI GROCERY,60,E 55TH STREET,,BROOKLYN,11203,1400,POINT (-73.926193553 40.656686891),60 E 55TH STREET,rrr deli grocery,No,Yes
KINGS,746159,AC,RRR GOURMET &GRILL INC,RRR GOURMET & GRILL,451,PENNSYLVANIA AVENUE,,BROOKLYN,11207,1000,POINT (-73.894197146 40.666171266),451 PENNSYLVANIA AVENUE,rrr gourmet grill,No,Yes
QUEENS,746193,AC,RS DELI CORP,RS DELI,44-02,25TH AVENUE,,ASTORIA,11103,,POINT (-73.908471695 40.76630605),44-02 25TH AVENUE,rs deli,No,Yes
KINGS,731451,A,PLACITA ECUATORIANA LLC,PLACITA ECUATORIANA,295,HARMAN STREET,,BROOKLYN,11237,600,POINT (-73.918944548 40.700002513),295 HARMAN STREET,placita ecuatoriana,No,Yes
KINGS,723385,AC,PLACITA OXAQUENA CORP,PLACITA OXAQUENA,709,MYRTLE AVE,,BROOKLYN,11205,1000,POINT (-73.954595632 40.694879243),709 MYRTLE AVE,placita oxaquena,No,Yes
BRONX,741363,AC,RSJ DELI GROCERY CORP,RSJ DELI GROCERY,109,EAST TREMONT AVENUE,,BRONX,10453,,POINT (-73.907195634 40.850755903),109 EAST TREMONT AVENUE,rsj deli grocery,No,Yes
NEW YORK,747119,AC,607 DELI CORP,PLAZA GOURMET DELI,607,9TH AVENUE,,NEW YORK,10036,1000,POINT (-73.992241106 40.759276608),607 9TH AVENUE,plaza gourmet deli,Yes,Yes
KINGS,670812,AC,PLAZA GOURMET DELI CORP,PLAZA GOURMET DELI,12,NEWKIRK PLAZA,,BROOKLYN,11226,2000,POINT (-73.962641169 40.635091253),12 NEWKIRK PLAZA,plaza gourmet deli,Yes,Yes
QUEENS,750265,AC,PLAZA MEATS INC,PLAZA MEATS,23-18,31ST STREET,,ASTORIA,11105,,POINT (-73.913531934 40.774050928),23-18 31ST STREET,plaza meats,No,No
BRONX,733464,AC,RUANES DELI OF EDGEWATER INC,RUANES DELI OF EDGEWATER,2,CENTER EDGE WATER PARK DR,,BRONX,10465,1000,POINT (-73.810700483 40.822502016),2 CENTER EDGE WATER PARK DR,ruanes deli of edgewater,No,Yes
KINGS,744290,AC,PLAZA ORTEGA CORP,PLAZA ORTEGA,140,STANHOPE ST,,BROOKLYN,11221,2000,POINT (-73.922689917 40.698223035),140 STANHOPE ST,plaza ortega,No,Yes
KINGS,619953,AC,RUBINS GROCERY INC,RUBINS GROCERY,4410,15TH AVE,,BROOKLYN,11219,1000,POINT (-73.985151944 40.635033376),4410 15TH AVE,rubins grocery,No,Yes
RICHMOND,748344,AC,A&D PUEBLO CORP,PLAZA SAN JERONIMO,465,PORT RICHMOND AVE,,STATEN ISLAND,10302,1800,POINT (-74.138769346 40.631074184),465 PORT RICHMOND AVE,plaza san jeronimo,No,Yes
KINGS,717260,AC,RAMOS EVERARDO,PLAZA XOCHIMILCO I,5518,5TH AVE,,BROOKLYN,11220,1600,POINT (-74.013712189 40.64204115),5518 5TH AVE,plaza xochimilco i,No,Yes
NEW YORK,745962,AC,PLEASANT FOOD INC,PLEASANT FOOD,320,PLEASANT AVE,,NEW YORK,10035,1000,POINT (-73.932406806 40.795778833),320 PLEASANT AVE,pleasant food,No,Yes
NEW YORK,621658,ACHK,PO WING HONG FOOD MARKET INC,PO WING HONG FOOD MRKT,49,ELIZABETH ST,,NEW YORK,10013,8000,POINT (-73.996739003 40.71714229),49 ELIZABETH ST,po wing hong food mrkt,No,Yes
KINGS,750761,AC,RUSHIL DELI & GROCERY INC,RUSHIL DELI & GROCERY,260,NASSAU AVENUE,,BROOKLYN,11222,,POINT (-73.940848389 40.725875101),260 NASSAU AVENUE,rushil deli grocery,No,Yes
KINGS,612511,AC,POLAM INTERNATIONAL MEAT MKT INC,POLAM INTERNATIONAL MEAT MKT,952,MANHATTAN AVE,,BROOKLYN,11222,2100,POINT (-73.954363034 40.731823319),952 MANHATTAN AVE,polam international meat mkt,No,No
KINGS,670548,AC,POLAM INTERNATIONAL MEAT MARKETS INC,POLAM INTL MT MKT II,276,MCGUINNESS BLVD.,,BROOKLYN,11222,9000,POINT (-73.951621816 40.731674834),276 MCGUINNESS BLVD.,polam intl mt mkt ii,No,Yes
RICHMOND,710280,AC,POLISH SPECIALTIES LLC,POLISH SPECIALTIES,1949,RICHMOND AVE,,STATEN ISLAND,10314,1200,POINT (-74.162616699 40.600535935),1949 RICHMOND AVE,polish specialties,No,Yes
BRONX,749470,ACDK,POLLI TRADING INC,POLLI TRADING,1236,EAST GUN HILL RD,,BRONX,10469,,POINT (-73.851080469 40.872316338),1236 EAST GUN HILL RD,polli trading,No,Yes
KINGS,616354,AC,KOSHER GARDEN INC THE,POMEGRANATE,1507,CONEY ISLAND AVE,,BROOKLYN,11230,18000,POINT (-73.964203891 40.620725635),1507 CONEY ISLAND AVE,pomegranate,No,Yes
NEW YORK,756761,AC,POP UP GROCER INC,POP UP GROCER,205,BLEECKER STREET,,NEW YORK,10012,3000,POINT (-74.0018352 40.729607144),205 BLEECKER STREET,pop up grocer,No,Yes
NEW YORK,629092,AC,LONGO COFFEE & TEA INC,PORTO RICO IMPORTING CO,201,BLEECKER ST,,NEW YORK,10012,2000,POINT (-74.001621378 40.729499478),201 BLEECKER ST,porto rico importing co,Yes,Yes
KINGS,616276,AC,RV MEAT MARKET II INC,RV DELI GROCERY,902,RUTLAND RD,,BROOKLYN,11203,1500,POINT (-73.929520414 40.660617752),902 RUTLAND RD,rv deli grocery,No,Yes
KINGS,671656,A,OCEANA EXPRESS PHARMACY INC,RX EXPRESS PHARMACY,2009,AVENUE U,,BROOKLYN,11229,1500,POINT (-73.951001975 40.599561623),2009 AVENUE U,rx express pharmacy,No,No
KINGS,611345,A,RX WAREHOUSE PHARMACY INC,RX WAREHOUSE PHARMACY,7724,NEW UTRECHT AVE,,BROOKLYN,11214,1000,POINT (-74.000731136 40.613670503),7724 NEW UTRECHT AVE,rx warehouse pharmacy,No,No
NEW YORK,628186,AC,LONGO COFFEE&TEA INC,PORTO RICO IMPORTING CO,88,ESSEX STREET STALL #38,,NEW YORK,10002,300,POINT (-73.988450726 40.717719384),88 ESSEX STREET STALL #38,porto rico importing co,Yes,Yes
QUEENS,741565,A,RX EXPRESS PHARMA LLC,RXSPRESS PHARMACY,123-07,LIBERTY AVE,,SOUTH RICHMOND HILL,11419,,POINT (-73.820893799 40.68765752),123-07 LIBERTY AVE,rxspress pharmacy,No,No
QUEENS,749430,AC,S & D DELI CORP,S & D DELI,127-17,MERRICK BLVD,,JAMAICA,11434,950,POINT (-73.764927748 40.681492044),127-17 MERRICK BLVD,s d deli,No,Yes
NEW YORK,625971,AC,ST MARKS COFFEE & TEA INC,PORTO RICO IMPORTING CO,40,1/2 ST MARKS PL,,NEW YORK,10003,800,POINT (-73.989652104 40.729301288),40 1/2 ST MARKS PL,porto rico importing co,Yes,Yes
QUEENS,731780,AC,S & M GROCERY CORP,S & M GROCERY,89-01,ROOSEVELT AVE,,JACKSON HEIGHTS,11372,,POINT (-73.877307025 40.748466803),89-01 ROOSEVELT AVE,s m grocery,No,Yes
KINGS,755632,AC,S DELI AND GRILL CORP,S DELI AND GRILL,3601,AVENUE S,,BROOKLYN,11234,,POINT (-73.931319674 40.609935988),3601 AVENUE S,s deli and grill,No,Yes
KINGS,745280,AC,S SNACKS INC,S SNACKS DELI & GRILL,2952,AVENUE S,,BROOKLYN,11229,800,POINT (-73.94190015 40.605048877),2952 AVENUE S,s snacks deli grill,No,Yes
NEW YORK,703354,AC,SOOMI PARK-SHIN,S. S. FISH MARKET,76,SHERMAN AVE,,NEW YORK,10040,1800,POINT (-73.926464372 40.863582394),76 SHERMAN AVE,s s fish market,No,No
BRONX,602299,AC,S.A. DELI GROCERY CORP,S.A. DELI GROCERY,29,CLINTON PL,,BRONX,10453,1500,POINT (-73.906214197 40.856935378),29 CLINTON PL,sa deli grocery,No,Yes
KINGS,722153,AC,S.A.A. DELI GROCERY CORP,S.A.A. DELI GROCERY,9401,AVENUE L,,BROOKLYN,11236,1500,POINT (-73.897538844 40.637397534),9401 AVENUE L,saa deli grocery,No,Yes
KINGS,611371,AC,GRAND STREET COFFEE INC,PORTO RICO IMPORTING CO,636,GRAND ST,,BROOKLYN,11211,1200,POINT (-73.946723265 40.711260247),636 GRAND ST,porto rico importing co,Yes,Yes
KINGS,721628,ADK,POSEIDON NY LLC,POSEIDON NY,8680,18TH AVE,,BROOKLYN,11214,5000,POINT (-74.004404505 40.605790676),8680 18TH AVE,poseidon ny,No,Yes
QUEENS,635458,AC,POSHORA INC,POSHORA HALAL MEAT&GRCY,83-39,PARSONS BLVD,,JAMAICA,11432,2000,POINT (-73.807184358 40.714638993),83-39 PARSONS BLVD,poshora halal meatgrcy,No,No
BRONX,740217,AC,S&A CONVENIENCE STORE CORP,S&A CONVENIENCE STORE,502,E 183RD ST,,BRONX,10458,1000,POINT (-73.892433175 40.854824689),502 E 183RD ST,sa convenience store,No,No
KINGS,612291,AC,POSNERS FOOD CENTER INC,POSNERS FOOD CENTER,4310,15TH AVE,,BROOKLYN,11219,2000,POINT (-73.984566216 40.635595802),4310 15TH AVE,posners food center,No,Yes
NEW YORK,752462,AC,S&A GOURMET DELI CORPORATION,S&A GOURMET DELI,240,8TH AVE,,NEW YORK,10011,1200,POINT (-73.99866793 40.744758062),240 8TH AVE,sa gourmet deli,No,Yes
BRONX,609368,AC,DIALLO ELHADJ M,POU KOU HALAL FOOD,585,"TINTON AVE, STORE #1",,BRONX,10455,1500,POINT (-73.906105903 40.813658815),"585 TINTON AVE, STORE #1",pou kou halal food,No,Yes
QUEENS,671925,ACD,PRABHU KIRPA SWEETS & SNACKS INC,PRABHU KIRPA SWEETS & SNACKS,135-16,109TH AVE,,SOUTH OZONE PARK,11420,800,POINT (-73.808608276 40.686759525),135-16 109TH AVE,prabhu kirpa sweets snacks,No,No
QUEENS,737649,AC,S&D CORONA DELI INC,S&D CORONA DELI,96-14,CORONA AVE,,CORONA,11368,2000,POINT (-73.866935342 40.74218771),96-14 CORONA AVE,sd corona deli,No,Yes
KINGS,738200,AC,S&D GROCERY STORE INC,S&D GROCERY STORE,420,MOTHER GASTON BLVD,,BROOKLYN,11212,600,POINT (-73.906780059 40.668705241),420 MOTHER GASTON BLVD,sd grocery store,No,Yes
KINGS,752977,AC,S&E DELI GROCERY CORP,S&E DELI GROCERY,51,ARLINGTON AVE,,BROOKLYN,11207,,POINT (-73.892912536 40.679729078),51 ARLINGTON AVE,se deli grocery,No,Yes
QUEENS,634921,AC,PRAMUKH 162 INC,PRAMUKH 162,162-20,NORTHERN BLVD,,FLUSHING,11358,2000,POINT (-73.803043446 40.761366259),162-20 NORTHERN BLVD,pramukh,Yes,Yes
QUEENS,635541,A,PRAMUKH 43 INC,PRAMUKH 43,43-67,KISSENA BLVD,,FLUSHING,11355,2500,POINT (-73.822918783 40.754181082),43-67 KISSENA BLVD,pramukh,Yes,Yes
BRONX,748561,AC,PRAMUKH KRUPA 4004 INC,PRAMUKH KRUPA,4004,EAST TREMONT AVE,,BRONX,10465,,POINT (-73.818263725 40.820266563),4004 EAST TREMONT AVE,pramukh krupa,No,Yes
KINGS,756451,AC,EARTH POSITIVE LLC,PRECYCLE,593,VANDERBILT AVE,,BROOKLYN,11238,,POINT (-73.967935263 40.679712608),593 VANDERBILT AVE,precycle,Yes,Yes
BRONX,604249,AC,AHMON FOOD INC,S&J DELI,1572,WILLIAMSBRIDGE RD,,BRONX,10461,1800,POINT (-73.848274291 40.846582218),1572 WILLIAMSBRIDGE RD,sj deli,No,Yes
QUEENS,636817,A,S&K CONVENIENT MART INC,S&K CONVENIENT MART,25-01,ASTORIA BLVD,,ASTORIA,11102,800,POINT (-73.922589586 40.771418633),25-01 ASTORIA BLVD,sk convenient mart,No,No
KINGS,705970,A,VOLFI INC,S&K PHARMACY,371,NEPTUNE AVE,,BROOKLYN,11235,2400,POINT (-73.966627519 40.580679626),371 NEPTUNE AVE,sk pharmacy,No,No
KINGS,711379,A,S&K WARBASSE PHARMACY INC,S&K WARBASSE PHARMACY,499,NEPTUNE AVE,,BROOKLYN,11224,,POINT (-73.972253117 40.58009591),499 NEPTUNE AVE,sk warbasse pharmacy,No,No
KINGS,737057,AC,PRECYCLE LLC,PRECYCLE,321,STARR ST SPACE H,,BROOKLYN,11237,1500,POINT (-73.920624617 40.707765287),321 STARR ST SPACE H,precycle,Yes,Yes
QUEENS,719032,AC,PREET SUPER BAZAR CORP,PREET SUPER BAZAR,237-08,BRADDOCK AVE,,BELLEROSE,11426,3000,POINT (-73.731055387 40.727086035),237-08 BRADDOCK AVE,preet super bazar,No,Yes
KINGS,719300,A,KCAID PHARMACY INC,PREFERRED PHARMACY,1771,BROADWAY,,BROOKLYN,11207,,POINT (-73.909697884 40.682625068),1771 BROADWAY,preferred pharmacy,Yes,No
NEW YORK,719044,A,LADA PHARMACY INC,PREFERRED PHARMACY,3,EAST 115TH ST,,NEW YORK,10029,2000,POINT (-73.946376002 40.799861406),3 EAST 115TH ST,preferred pharmacy,Yes,No
BRONX,600514,AC,PREMIER FOOD INC,PREMIER FOOD,738,LYDIG AVE,,BRONX,10462,1300,POINT (-73.86632757 40.85438137),738 LYDIG AVE,premier food,No,Yes
KINGS,737198,AC,S&O STAR DELI CORP,S&O STAR DELI,6602,BAY PKWY,,BROOKLYN,11204,,POINT (-73.982315927 40.613252665),6602 BAY PKWY,so star deli,No,Yes
BRONX,607950,AC,S&P MINI MARKET CORP,S&P MINI MARKET,270,E 165TH ST,,BRONX,10456,1100,POINT (-73.915856152 40.828998746),270 E 165TH ST,sp mini market,No,Yes
QUEENS,745172,AC,MEGNA BAZAR LLC,PREMIUM SUPERMARKET,74-18,37TH AVE,,JACKSON HEIGHTS,11372,,POINT (-73.891147559 40.748922611),74-18 37TH AVE,premium supermarket,Yes,Yes
KINGS,753341,AC,S&S SMOKE SHOP AND GROCERY DISCOUNT CORP,S&S SMOKE SHOP AND GROCERY,1150,FLATBUSH AVENUE,,BROOKLYN,11226,5000,POINT (-73.957472217 40.642157072),1150 FLATBUSH AVENUE,ss smoke shop and grocery,No,Yes
KINGS,743386,AC,PREMIUM OF LIBERTY LLC,PREMIUM SUPERMARKET,1196,LIBERTY AVE,,BROOKLYN,11208,,POINT (-73.864940532 40.678883386),1196 LIBERTY AVE,premium supermarket,Yes,Yes
QUEENS,741113,AC,PREMIUM OF BELLEROSE LLC,PREMIUM SUPERMARKET,256-11,HILLSIDE AVENUE,,GLEN OAKS,11004,,POINT (-73.711453468 40.736824926),256-11 HILLSIDE AVENUE,premium supermarket,Yes,Yes
QUEENS,715855,AC,ITTADI SUPERMARKET LLC,PREMIUM SUPERMARKET,168-07,HILLSIDE AVE,,JAMAICA,11432,5500,POINT (-73.794540425 40.710262717),168-07 HILLSIDE AVE,premium supermarket,Yes,Yes
QUEENS,671096,ACH,PREMIUM SWEETS USA INC,PREMIUM SWEETS USA,168-03,HILLSIDE AVE,,JAMAICA,11432,1800,POINT (-73.794663555 40.710210498),168-03 HILLSIDE AVE,premium sweets usa,No,No
KINGS,615538,AC,PREPACK SNACK INC,PREPACK SNACK,954,MCDONALD AVE,,BROOKLYN,11230,600,POINT (-73.977303633 40.630479907),954 MCDONALD AVE,prepack snack,No,No
KINGS,754108,AC,S&W DELI CORP,S&W DELI,2301,STILLWELL AVENUE,,BROOKLYN,11223,,POINT (-73.98369081 40.591038736),2301 STILLWELL AVENUE,sw deli,No,Yes
BRONX,605747,ABC,S&W SUPERMARKET INC,S&W SUPERMARKET,4028,E TREMONT AVE,,BRONX,10465,3000,POINT (-73.817695181 40.819466804),4028 E TREMONT AVE,sw supermarket,No,Yes
KINGS,758743,A,RJYY LLC,PREPT BY RAYT,508,KINGS HWY,,BROOKLYN,11223,400,POINT (-73.970726521 40.604231726),508 KINGS HWY,prept by rayt,No,Yes
RICHMOND,725359,AC,SAAL DELI U& GROCERY INC,SAAL DELI U& GROCERY,303,GORDON STREET,,STATEN ISLAND,10304,2000,POINT (-74.083459011 40.619609584),303 GORDON STREET,saal deli u grocery,No,Yes
KINGS,611385,AC,PRESIDENT FOOD CORP,PRESIDENT FOOD,247-249,COLUMBIA ST,,BROOKLYN,11231,3500,POINT (-74.003270852 40.683536139),247-249 COLUMBIA ST,president food,No,Yes
NEW YORK,722324,A,PRESSED JUICERY INC,PRESSED JUICERY,369,LEXINGTON AVENUE,,NEW YORK,10017,800,POINT (-73.976643977 40.750393886),369 LEXINGTON AVENUE,pressed juicery,Yes,No
KINGS,707299,AC,SABA GOURMET DELI GROCERY 1 CORP,SABA GOURMET DELI GROCERY,232,UNDERHILL AVE,,BROOKLYN,11238,1500,POINT (-73.967367976 40.67368669),232 UNDERHILL AVE,saba gourmet deli grocery,No,Yes
NEW YORK,757798,A,SABA GROCERY STORE CORP,SABA GROCERY,3430,BROADWAY,,NEW YORK,10031,1000,POINT (-73.952706351 40.822889596),3430 BROADWAY,saba grocery,No,Yes
NEW YORK,721697,A,PRESSED JUICERY COLUMBUS TURNPIKE LLC,PRESSED JUICERY,1000,"S 8TH AVENUE, SUITE 24",,NEW YORK,10019,200,POINT (-73.982655226 40.767343603),"1000 S 8TH AVENUE, SUITE 24",pressed juicery,Yes,No
BRONX,607955,AC,SABA QUALITY PLUS DELI INC,SABA QUALITY PLUS DELI,1183,CASTLE HILL AVE,,BRONX,10462,1400,POINT (-73.851196223 40.831739502),1183 CASTLE HILL AVE,saba quality plus deli,No,Yes
BRONX,758938,AC,SABANA BUEY DELI GROCERY CORP,SABANA BUEY DELI GROCERY,804,E 178TH STREET,,BRONX,10460,,POINT (-73.887051909 40.844471613),804 E 178TH STREET,sabana buey deli grocery,No,Yes
KINGS,752001,AC,SABANETA 046 GROCERY CORP,SABANETA 046 GROCERY,1068,NOSTRAND AVE,,BROOKLYN,11225,,POINT (-73.950925113 40.661969041),1068 NOSTRAND AVE,sabaneta 046 grocery,No,Yes
BRONX,724557,AC,SABOR LATINO DELI SUPERMARKET CORP,SABOR LATINO DELI SUPERMARKET,1000,LONGWOOD AVENUE,,BRONX,10459,2000,POINT (-73.897298618 40.816775919),1000 LONGWOOD AVENUE,sabor latino deli supermarket,No,Yes
NEW YORK,719701,AC,PRESSED JUICERY LAFAYETTE LLC,PRESSED JUICERY,329,LAFAYETTE ST,,NEW YORK,10012,500,POINT (-73.99483036 40.725477338),329 LAFAYETTE ST,pressed juicery,Yes,No
KINGS,748249,AC,SABOR LATINO GROCERY CORP,SABOR LATINO GROCERY,600,RIDGEWOOD AVENUE,,BROOKLYN,11208,900,POINT (-73.867140028 40.686699804),600 RIDGEWOOD AVENUE,sabor latino grocery,No,Yes
BRONX,606559,AC,DNJ FOOD CORP,PRICE CHOICE,807,E TREMONT AVE,,BRONX,10460,2500,POINT (-73.887390203 40.843712925),807 E TREMONT AVE,price choice,Yes,Yes
BRONX,603267,ABC,JVD FOOD CORP,PRICE CHOICE,820,E 180TH ST,,BRONX,10460,9000,POINT (-73.885075456 40.846138858),820 E 180TH ST,price choice,Yes,Yes
KINGS,740445,AC,SABORCITO PUEBLA DELI GROCERY CORP,SABORCITO PUEBLA DELI GROCERY,4016,GLENWOOD ROAD,,BROOKLYN,11210,1500,POINT (-73.937671815 40.634509339),4016 GLENWOOD ROAD,saborcito puebla deli grocery,No,Yes
RICHMOND,703185,AC,IMAFIDON ANTHONY O,PRIDE AFRICAN AND CARIBBEAN STORE,197,BROAD ST,,STATEN ISLAND,10304,2000,POINT (-74.081456407 40.624152241),197 BROAD ST,pride african and caribbean store,No,Yes
KINGS,721345,AC,SABROSO DELI CORP,SABROSO DELI,4904,4TH AVE,,BROOKLYN,11220,,POINT (-74.012278465 40.647044434),4904 4TH AVE,sabroso deli,No,Yes
KINGS,738550,AC,PRIME BY ARI INC,PRIME BY ARI,5010,16TH AVE,,BROOKLYN,11204,1500,POINT (-73.986491372 40.630306066),5010 16TH AVE,prime by ari,No,Yes
BRONX,744765,A,PRIME NOW LLC,PRIME NOW,1080,LEGGETT AVE,,BRONX,10474,180000,POINT (-73.896408125 40.812155647),1080 LEGGETT AVE,prime now,No,Yes
BRONX,727058,AC,SADEQ GOURMET DELI INC,SADEQ GOURMET DELI,2664,GRAND CONCOURSE,,BRONX,10458,,POINT (-73.893921466 40.866144449),2664 GRAND CONCOURSE,sadeq gourmet deli,No,Yes
BRONX,721995,AC,PREMIUM HALAL MEAT & FISH INC,PRIMIUM HALAL MEAT & FISH,1500,OLMSTEAD AVE,,BRONX,10462,2500,POINT (-73.85503153 40.836229395),1500 OLMSTEAD AVE,primium halal meat fish,No,No
KINGS,613351,AC,SAFAN DELI INC,SAFAN DELI,1675-77,BEDFORD AVE,,BROOKLYN,11225,1800,POINT (-73.956777357 40.665487303),1675-77 BEDFORD AVE,safan deli,No,Yes
NEW YORK,737132,A,PRIMO COFFEE INC,PRIMO COFFEE,,PENN STATION,,NEW YORK,10119,50,POINT (-74.001032 40.736644),nan PENN STATION,primo coffee,No,Yes
KINGS,757070,ABCH,SAFIR BAKERY INC,SAFIR BAKERY,2718,AVENUE U,,BROOKLYN,11229,3000,POINT (-73.944172149 40.600060346),2718 AVENUE U,safir bakery,No,No
BRONX,742913,AC,SAGAL FISH MARKET INC,SAGAL FISH MARKET,3438,JEROME AVE.,,BRONX,10467,750,POINT (-73.882526603 40.881369925),3438 JEROME AVE.,sagal fish market,No,No
KINGS,717703,AC,PRINCE BROADWAY DELI CORP,PRINCE BROADWAY,1432,BROADWAY,,BROOKLYN,11221,1200,POINT (-73.919911317 40.688132565),1432 BROADWAY,prince broadway,No,Yes
BRONX,723677,AC,SOUTHERN BLVD MEAT MARKET CORP,SAGAL MEAT MARKET,1091,SOUTHERN BLVD,,BRONX,10459,2500,POINT (-73.892129079 40.825804696),1091 SOUTHERN BLVD,sagal meat market,No,No
KINGS,734388,ACK,SIREN RETAIL CORPORATION,PRINCI #55725,9,IMLAY ST,,BROOKLYN,11231,11500,POINT (-74.006949598 40.683318749),9 IMLAY ST,princi,No,No
KINGS,615493,AC,SAGAL MEAT MARKET VII INC,SAGAL MEAT MARKET VII,1307,FULTON ST,,BROOKLYN,11216,1600,POINT (-73.948963664 40.68048697),1307 FULTON ST,sagal meat market vii,No,No
KINGS,750296,AC,FRESH PRODUCE 33 INC,PRODUCE ON P,470,AVE P,,BROOKLYN,11223,2000,POINT (-73.970093687 40.608995077),470 AVE P,produce on p,No,Yes
BRONX,605536,AC,PRODUCTOS CENTROAMERICANOS CORP,PRODUCTOS CENTROAMERICANOS,800,E 149TH STREET,,BRONX,10455,1000,POINT (-73.90664553 40.812583794),800 E 149TH STREET,productos centroamericanos,No,Yes
QUEENS,712211,AC,42-15 81ST GROCERY & DELI INC,PRODUCTOS MEXICANOS EL CILANTRO,42-64,81ST ST,,ELMHURST,11373,2500,POINT (-73.884039453 40.74172461),42-64 81ST ST,productos mexicanos el cilantro,No,Yes
KINGS,735148,A,PROHEALTH 123 LLC,PROHEALTH 123,4709,13TH AVE,,BROOKLYN,11219,1000,POINT (-73.991049367 40.635859287),4709 13TH AVE,prohealth,No,Yes
QUEENS,740587,A,PRAMUKH 40 INC,PRONTO LOTTO,40-04,74TH STREET,,ELMHURST,11373,2000,POINT (-73.891495994 40.746563692),40-04 74TH STREET,pronto lotto,No,Yes
KINGS,734847,AC,PROPERFOOD LLC,PROPER FOOD,133,HARRISON PL,,BROOKLYN,11237,11000,POINT (-73.9282994 40.706994881),133 HARRISON PL,proper food,No,Yes
KINGS,731929,AC,PROSPECT HEIGHTS FOOD CORP,PROSPECT HEIGHTS FOOD,631,FRANKLIN AVE,,BROOKLYN,11238,600,POINT (-73.955576482 40.676905508),631 FRANKLIN AVE,prospect heights food,No,Yes
KINGS,731992,AC,SAHARA DELI MARKET CORP,SAHARA DELI MARKET,2123,ALBEMARLE ROAD,,BROOKLYN,11226,900,POINT (-73.95852884 40.647581253),2123 ALBEMARLE ROAD,sahara deli market,No,Yes
QUEENS,762258,ABC,SAHUAYO BAKERY CORP,SAHUAYO BAKERY,90-43,CORONA AVE,,ELMHURST,11373,2500,POINT (-73.874227011 40.742247012),90-43 CORONA AVE,sahuayo bakery,No,No
QUEENS,632952,AC,SAIBAL GROCERY&HALAL MEAT INC,SAIBAL GROCERY,81-28,BROADWAY,,ELMHURST,11373,1200,POINT (-73.883271084 40.742959683),81-28 BROADWAY,saibal grocery,No,Yes
KINGS,712331,AC,SAIF DELI GROCERY CORP I,SAIF DELI GROCERY,1202,BAY RIDGE AVE,,BROOKLYN,11219,100,POINT (-74.006032438 40.624877988),1202 BAY RIDGE AVE,saif deli grocery,No,Yes
BRONX,718409,AC,SAIF GOURMET DELI CORP,SAIF GOURMET DELI,1749,COSBY AVE,,BRONX,10461,1200,POINT (-73.831985739 40.846346519),1749 COSBY AVE,saif gourmet deli,No,Yes
QUEENS,670589,AC,SAIFUL DELI GROCERY INC,SAIFUL DELI GROCERY,123-02,METROPOLITAN AVE,,KEW GARDENS,11415,1500,POINT (-73.829029861 40.70511099),123-02 METROPOLITAN AVE,saiful deli grocery,No,Yes
