County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
KINGS,761390,Store,AC,PRINCE CONVENIENCE GROCERY CORP,PRINCE CONVENIENCE GROCERY,9801,AVENUE L,,,BROOKLYN,NY,11236,1000,POINT (-73.894274763 40.639503696)
BRONX,761388,Store,AC,A & E HEALTHY CHOICE CORP,A & E HEALTHY CHOICE,237,WILLIS AVE,,,BRONX,NY,10454,,POINT (-73.922908098 40.80942675)
RICHMOND,761379,Store,AC,ANOUD DELI CORP,ANOUD DELI,374,VAN DUZER STREET,,,STATEN ISLAND,NY,10304,1000,POINT (-74.079718419 40.629094336)
BRONX,761378,Store,A,SKYLINER CONVENIENCE CORP,SKYLINER CONVENIENCE,3815,E TREMONT AVE,,,BRONX,NY,10465,,POINT (-73.82017438 40.82471421)
KINGS,761377,Store,A,KINGS HWY DELI & GRILL INCORPORATED,KINGS HWY DELI & GRILL,399,KINGS HWY,,,BROOKLYN,NY,11223,1000,POINT (-73.975353583 40.604677475)
BRONX,761376,Store,AC,LA TIENDITA DONA FIDE 2 CORP,LA TIENDITA DONA FIDE 2,2589,ST RAYMOND AVENUE,,,BRONX,NY,10461,800,POINT (-73.845589819 40.843183524)
NEW YORK,761375,Store,AC,J U GOURMET DELI INC,J U GOURMET DELI,2448,ADAM CLAYTON POWELL BLVD,,,NEW YORK,NY,10030,2000,POINT (-73.940532223 40.820105924)
KINGS,761374,Store,A,STAR BRITE FLATBUSH INC,STAR BRITE FLATBUSH,1608,FLATBUSH AVE,,,BROOKLYN,NY,11210,,POINT (-73.946225631 40.631234907)
BRONX,761373,Store,A,BRONX MINI MART CORP,BRONX MINI MART,3324,3RD AVE,,,BRONX,NY,10456,,POINT (-73.907705505 40.826120861)
KINGS,761370,Store,A,LUCKY U CONVENIENCE INC,LUCKY U CONVENIENCE,4211,8TH AVE,,,BROOKLYN,NY,11232,,POINT (-73.999191548 40.645282599)
KINGS,761368,Store,A,GAZA CONVIENCE INC,GAZA CONVIENCE,533,OCEAN AVE,,,BROOKLYN,NY,11226,1000,POINT (-73.960733951 40.649716123)
KINGS,761362,Store,AC,ISLAND GROCERY & DELI LLC,ISLAND GROCERY & DELI,4823,CHURCH AVE,,,BROOKLYN,NY,11203,,POINT (-73.931534753 40.651817927)
BRONX,761360,Store,AC,SIMREEN PACKING ENTERPRISE INC,MUSA MEAT MARKET,1260,WESTCHESTER AVE,,,BRONX,NY,10459,,POINT (-73.887429598 40.826794431)
KINGS,761349,Store,AC,SWEET CANDY DELI CORP,SWEET CANDY DELI,597,FLATBUSH AVE,,,BROOKLYN,NY,11225,,POINT (-73.960352491 40.658897744)
RICHMOND,761326,Store,AC,WB SEAFOOD INC,WB SEAFOOD,2040,FOREST AVE,,,STATEN ISLAND,NY,10303,600,POINT (-74.155895754 40.625770493)
KINGS,761308,Store,AC,BEYOND SAIL INC,ACAI BAR AT HATZLACHA SUPERMARKET,744,BEDFORD AVE,,,BROOKLYN,NY,11205,,POINT (-73.95704122 40.69830128)
BRONX,761307,Store,AC,KIMBERLY DELI GROCERY CORP,KIMBERLY DELI GROCERY,3340-44,FORT INDEPENDENCE STREET,,,BRONX,NY,10463,2000,POINT (-73.899431226 40.879311832)
KINGS,761306,Store,AC,FRESH DEPOT MARKET INC,FRESH DEPOT MARKET,200,JAMAICA AVE,,,BROOKLYN,NY,11207,,POINT (-73.892655463 40.680305502)
BRONX,761303,Store,AC,M&A DELI GROCERY 1 INC,M&A DELI GROCERY 1,374,E 188TH ST,,,BRONX,NY,10458,700,POINT (-73.893672272 40.859953491)
KINGS,761292,Store,A,KINGS DRUG&SURGICAL CORP,KINGS PHARMACY,492,CLARKSON AVE,,,BROOKLYN,NY,11203,,POINT (-73.943184174 40.655723685)
KINGS,761282,Store,ACHK,NETO SOLUTIONS INC,NETO CHOCOLATE,2133,KNAPP ST 2ND FLOOR,,,BROOKLYN,NY,11229,2700,POINT (-73.933917058 40.600453751)
NEW YORK,761277,Store,AC,LAFAYETTE DELI & CONVENIENCE INC,LAYFAYETTE DELI & CONVENIENCE,107B,LAFAYETTE ST,,,NEW YORK,NY,10013,,POINT (-74.000777488 40.717949132)
KINGS,761275,Store,AC,TOP FISH MKT INC,TOP FISH MKT,5024,CHURCH AVE,,,BROOKLYN,NY,11203,,POINT (-73.929507255 40.65178704)
NEW YORK,761273,Store,AC,CALIFORNIA GRILL AND DELI CORP,CALIFORNIA GRILL AND DELI,1348-B,AMSTERDAM AVENUE,,,NEW YORK,NY,10027,1000,POINT (-73.955991135 40.814057584)
QUEENS,761272,Store,AC,NETRA INC,NETRA MINI MARKET,83-10,37TH AVE,,,JACKSON HEIGHTS,NY,11372,,POINT (-73.882983417 40.749780457)
KINGS,761270,Store,AC,FIREHOUSE DELI & GRILL #3 CORPORATION,FIREHOUSE DELI & GRILL #3,4,STANWIX ST STORE,,,BROOKLYN,NY,11206,,POINT (-73.933659398 40.698358151)
KINGS,761268,Store,AC,JIMMY DELI & CONVENIENCE INC,JIMMY DELI & CONVENIENCE,299,WINTHROP ST,,,BROOKLYN,NY,11225,,POINT (-73.950002936 40.657217382)
KINGS,761233,Store,AC,MGB GOURMET DELI INC,MGB GOURMET DELI,15,MARCUS GARVEY BLVD,,,BROOKLYN,NY,11206,,POINT (-73.941176037 40.69944189)
QUEENS,761228,Store,AC,LINDEN STOP DELI CORP,LINDEN STOP DELI,201-01,LIINDEN BLVD,,,SAINT ALBANS,NY,11412,2000,POINT (-73.75120389 40.694878698)
BRONX,761224,Store,AC,MAX FRESH FOOD DELI CORP,MAX FRESH FOOD DELI,870,PROSPECT AVE,,,BRONX,NY,10459,,POINT (-73.90119042 40.820229724)
KINGS,761214,Store,AC,FANCY FARMS NY LLC,OKKA FOODS MARKET,1524,KINGS  HWY,,,BROOKLYN,NY,11229,10000,POINT (-73.957554276 40.608928651)
QUEENS,761212,Store,AC,HARSH DELI & GRILL INC,HARSH DELI & GRILL,120-03,JAMAICA AVE,,,RICHMOND HILL,NY,11418,,POINT (-73.829930161 40.700337161)
QUEENS,761207,Store,AC,GDMA BROS INC,PIKE PLACE MARKET & GRILL,149-17A,UNION TPKE,,,FLUSHING,NY,11367,,POINT (-73.813242546 40.718917367)
BRONX,761206,Store,AC,BEST DELI & GRILL II CORP,BEST DELI & GRILL II,201,W 242ND ST,,,BRONX,NY,10471,1500,POINT (-73.89883544 40.889624716)
QUEENS,761201,Store,AC,SANAHY FOOD CORNER CORP,SANAHY FOOD CORNER,198-21,HOLLIS AVE,,,SAINT ALBANS,NY,11412,1000,POINT (-73.758854137 40.706424099)
BRONX,761197,Store,AC,OLINVILLE DELI PLAZA CORP,OLINVILLE DELI PLAZA,2220,OLINVILLE AVE,,,BRONX,NY,10467,1200,POINT (-73.868459507 40.858645747)
KINGS,761184,Store,AC,411 NEW LOTS DELI CORP,411 NEW LOTS DELI,411,NEW LOTS AVENUE,,,BROOKLYN,NY,11207,2000,POINT (-73.892519844 40.662228125)
NEW YORK,761157,Store,A,FRIDGES 1 LLC,FRIDGES,672,LEXINGTON AVE,,,NEW YORK,NY,10022,,POINT (-73.969861592 40.760177872)
NEW YORK,761151,Store,A,WORLD OF HEALTH CORP THE,WORLD OF HEALTH,720,WEST 181ST ST,,,NEW YORK,NY,10033,,POINT (-73.93692482 40.850397703)
BRONX,761150,Store,AC,EL TRIANGULO DELI MARKET INC,EL TRIANGULO DELI MARKET,2160,TIEBOUT AVENUE,,,BRONX,NY,10457,1800,POINT (-73.898394636 40.854248894)
NEW YORK,761146,Store,A,CHEVALIER JENNIFER,MEET ME AT BENNIIS,228,PARK AVE S,,,NEW YORK,NY,10003,,POINT (-73.988500849 40.737560774)
RICHMOND,761142,Store,AC,ELM MINI MART CORPORATION,ELM MINI MART,169,ELM ST,,,STATEN ISLAND,NY,10310,2000,POINT (-74.113653225 40.637602471)
QUEENS,761141,Store,AC,VERY BERRY DELI CORP,VERY BERRY DELI,601,BEACH 20TH ST,,,FAR ROCKAWAY,NY,11691,1000,POINT (-73.753842597 40.600842294)
BRONX,761136,Store,A,HUSSIENS 99 CENTS AND UP INC,HUSSIENS 99 CENTS AND UP,2128,JEROME AVENUE FRNT 3,,,BRONX,NY,10453,800,POINT (-73.905533838 40.855574953)
KINGS,761134,Store,A,SHINING STARS STORE INC,SHINING STARS STORE,724,BROADWAY,,,BROOKLYN,NY,11206,1200,POINT (-73.942743537 40.70107854)
BRONX,761133,Store,A,1086 BOSTON RD DELI CORP,1086 BOSTON RD DELI,1086,BOSTON RD,,,BRONX,NY,10456,,POINT (-73.905027823 40.826990148)
BRONX,761132,Store,A,W CANDY CORP,W CANDY,641,COURTLANDT AVE,,,BRONX,NY,10451,,POINT (-73.918639195 40.818851446)
KINGS,761129,Store,AC,DAVIDS MINI MARKET INC,DAVIDS MINI MARKET,902,AVENUE U,,,BROOKLYN,NY,11223,1600,POINT (-73.961933234 40.598104387)
KINGS,761123,Store,AC,JS ORGANIC MARKET CORP,JS ORGANIC MARKET,1045,EASTERN PKWY STE A,,,BROOKLYN,NY,11213,,POINT (-73.933654324 40.669208828)
BRONX,761118,Store,AC,1285 ROYALTY GOURMET DELI & GROC CORP,1285 ROYALTY GOURMET,1285,SOUTHERN BLVD,,,BRONX,NY,10459,2000,POINT (-73.892079542 40.830391944)
QUEENS,761102,Store,AC,FRESH BITES CAFE INC,FRESH BITES CAFE,92-24,CORONA AVE,,,ELMHURST,NY,11373,,POINT (-73.871497109 40.742303757)
KINGS,761100,Store,A,MIDWOOD GROCERY CORP,MIDWOOD GROCERY,587,FLATBUSH AVE,,,BROOKLYN,NY,11225,,POINT (-73.960365315 40.65921064)
BRONX,761096,Store,AC,GUNHILL MEXICAN DELI GROCERY LLC,GUNHILL MEXICAN DELI GROCERY,751,E GUN HILL ROAD STE B,,,BRONX,NY,10467,800,POINT (-73.863890196 40.876742276)
QUEENS,761095,Store,A,75 CONVENIENT CORP,75 CONVENIENT,74-34,JAMAICA AVE,,,WOODHAVEN,NY,11421,,POINT (-73.866744402 40.691269492)
QUEENS,761091,Store,AC,LUCKI MART INC,LUCKI MART,161-09,29TH AVE,,,FLUSHING,NY,11358,1000,POINT (-73.803017714 40.771348183)
KINGS,761084,Store,A,2112 YAFA LLC,FAMILY FIRST DISCOUNT,2112,CORTELYOU RD,,,BROOKLYN,NY,11226,1400,POINT (-73.958295236 40.643844558)
BRONX,761074,Store,AC,53 CHOPPED CHEESE CORP,53 CHOPPED CHEESE,53,W FORDHAM RD,,,BRONX,NY,10468,1400,POINT (-73.903381952 40.86289797)
BRONX,761067,Store,AC,6052 DOLPHINS GOURMET DELI CORP,6052 DOLPHINS GOURMET DELI,6052,RIVERDALE AVE,,,BRONX,NY,10471,1700,POINT (-73.90305665 40.909979539)
NEW YORK,761057,Store,AC,JAY & M DELI CORP,JAY & M DELI,35,AVE D,,,NEW YORK,NY,10009,,POINT (-73.977951395 40.721179536)
BRONX,761055,Store,AC,HALA DELI CORP,HALA DELI,2086,ARTHUR AVE,,,BRONX,NY,10457,900,POINT (-73.891577299 40.849174029)
BRONX,761040,Store,A,826 SNACK & CONVENIENCE STORE INC,826 SNACK AND CONVENIENCE STORE,3826,WHITE PLAINS RD,,,BRONX,NY,10467,,POINT (-73.862165536 40.88435778)
QUEENS,761037,Store,A,ZAK ORGANIC CONVENIENCE CORP,ZAK ORGANIC CONVENIENCE,120-78,QUEENS BLVD,,,KEW GARDENS,NY,11415,,POINT (-73.826265341 40.71223223)
NEW YORK,761029,Store,A,CVS ALBANY LLC,CVS/PHARMACY #11355,2686,BROADWAY,,,NEW YORK,NY,10025,,POINT (-73.968682637 40.798631872)
BRONX,761023,Store,AC,TACO GRANDE DELI CORP,TACO GRANDE DELI,1257,ST LAWRENCE AVE,,,BRONX,NY,10472,800,POINT (-73.86730096 40.831253017)
QUEENS,761014,Store,A,HUA TING INC,HUA TING,135-28,BOOTH MEMORIAL,,,FLUSHING,NY,11355,700,POINT (-73.829186602 40.747237597)
NEW YORK,760998,Store,AC,BROADWAY STARS DELI CORP,BROADWAY STARS DELI,2721,BROADWAY,,,NEW YORK,NY,10025,1200,POINT (-73.968425018 40.799997487)
QUEENS,760989,Store,AC,A AND M DELI GROCERY CORP I,A AND M DELI GROCERY,147-18,ROCKAWAY BLVD,,,JAMAICA,NY,11436,800,POINT (-73.790041103 40.67317925)
KINGS,760986,Store,AC,331 EXPRESS DELI GROCERY CORP,331 EXPRESS DELI GROCERY,331,11TH ST,,,BROOKLYN,NY,11215,1200,POINT (-73.987138814 40.667958824)
BRONX,760985,Store,AC,H&S CONVENIENCE CORP,H&S CONVENIENCE,288,EAST 174TH STREET,,,BRONX,NY,10457,1000,POINT (-73.905071325 40.844526096)
BRONX,760984,Store,AC,BLACK OLIVE GOURMET INC,BLACK OLIVE GOURMET,1318,JEROME AVE,,,BRONX,NY,10452,1200,POINT (-73.918771713 40.83839708)
BRONX,760983,Store,AC,9 STAR DELI AND GROCERY CORP,9 STAR DELI AND GROCERY,900,ALLERTON AVE,,,BRONX,NY,10469,,POINT (-73.861343355 40.865398501)
BRONX,760974,Store,AC,NUEVA ESPERANZA DELI 2 CORP,NUEVA ESPERANZA DELI,1374,SHERIDAN AVE,,,BRONX,NY,10456,500,POINT (-73.912827183 40.838004221)
KINGS,760969,Store,AC,ORGANIC SNACKS 1 & CONVENIENCE INC,ORGANIC SNACKS 1 & CONVENIENCE,566,5TH AVE,,,BROOKLYN,NY,11215,2000,POINT (-73.989846061 40.6651848)
NEW YORK,760964,Store,AC,TRIBECA OLIVE BRANCH DELI INC,TRIBECA OLIVE BRANCH DELI,146,CHAMBERS ST,,,NEW YORK,NY,10007,,POINT (-74.00976381 40.715645743)
QUEENS,760961,Store,AC,FRESH FARM SUPERMARKET CORP,FRESH FARM SUPERMARKET,40-16,NATIONAL STREET,,,CORONA,NY,11368,,POINT (-73.863076565 40.749346777)
QUEENS,760960,Store,AC,34-61 DELI CORP,34-61 DELI,34-61,JUNCTION BLVD,,,JACKSON HEIGHTS,NY,11372,,POINT (-73.87166986 40.753476541)
KINGS,760949,Store,A,280 SUPER STOP CORP,280 SUPER STOP,280,UTICA AVENUE,,,BROOKLYN,NY,11213,,POINT (-73.931296959 40.668417784)
KINGS,760941,Store,AC,SUYDAM BEER & MARKET INC,SUYDAM BEER & MARKET,81,ST NICHOLAS AVE,,,BROOKLYN,NY,11237,,POINT (-73.919312681 40.70629946)
RICHMOND,760939,Store,AC,NY DELI & GRILL CORP,NY DELI & GRILL,341,HEBERTON AVE,,,STATEN ISLAND,NY,10302,1200,POINT (-74.134029296 40.632622321)
BRONX,760938,Store,AC,NAJIM GOURMET DELI INC,NAJIM GOURMET DELI,526,MORRIS PARK AVE,,,BRONX,NY,10460,,POINT (-73.871468191 40.842322619)
NEW YORK,760931,Store,AC,101 MINI MARKET CORP,101 MINI MARKET,1810,3RD AVE,,,NEW YORK,NY,10029,2000,POINT (-73.947360792 40.788218691)
BRONX,760895,Store,AC,MORRIS MINI MARKET CORP,MORRIS MINI MARKET,554,MORRIS AVENUE,,,BRONX,NY,10451,1200,POINT (-73.922499648 40.81759634)
NEW YORK,760886,Store,AC,NEW 382 FARMERS DELI INC,NEW 382 FARMERS,382,8TH AVENUE,,,NEW YORK,NY,10001,3500,POINT (-73.995519771 40.749094524)
BRONX,760883,Store,AC,SAM 4 DELI GROCERY INC,SAM 4 DELI GROCERY,2039,GRAND CONCOURSE,,,BRONX,NY,10453,1000,POINT (-73.904190135 40.852217456)
QUEENS,760878,Store,AC,TASTY CHOICE DELI & GROCERY CORP,TASTY CHOICE DELI & GROCERY,219-15,JAMAICA AVE,,,QUEENS VILLAGE,NY,11428,,POINT (-73.735668032 40.718527777)
RICHMOND,760867,Store,AC,LA MILPA DELI & GROCERY LLC,LA MILPA DELI & GROCERY,1414,FOREST AVE,,,STATEN ISLAND,NY,10302,900,POINT (-74.135902568 40.624878155)
BRONX,760864,Store,AC,SKANDERBEG ALBANIAN MARKET LLC,SKANDERBEG ALBANIAN MARKET,2000,CONTINENTAL AVE,,,BRONX,NY,10461,600,POINT (-73.829378213 40.852206475)
NEW YORK,760860,Store,AC,CENTRAL CAFE & DELI INC,CENTRAL CAFE & DELI,159,W 50TH ST,,,NEW YORK,NY,10019,1500,POINT (-73.982881873 40.761048543)
QUEENS,760854,Store,AC,9402 DELI AND GRILL CORP,9402 DELI AND GRILL,94-02,78TH ST,,,OZONE PARK,NY,11416,800,POINT (-73.861728419 40.684285187)
NEW YORK,760833,Store,AC,600 DELI CORP,600 DELI,600,10TH AVE,,,NEW YORK,NY,10036,750,POINT (-73.994649478 40.760463025)
QUEENS,760821,Store,A,OUR DREAM DELI GROCERY LLC,OUR DREAM DELI GROCERY,108-42,ROOSEVELT AVE,,,CORONA,NY,11368,900,POINT (-73.857163132 40.751047717)
KINGS,760812,Store,AC,SYLVIAS SWEETS LLC,SYLVIAS SWEETS,474,AVENUE P,,,BROOKLYN,NY,11223,800,POINT (-73.969796968 40.609023115)
QUEENS,760791,Store,AC,PAVAN INC,PAVAN DELI & CONVENIENCE,110-21,NORTHERN BLVD,,,CORONA,NY,11368,2200,POINT (-73.859068255 40.758055491)
QUEENS,760790,Store,A,YAHYA PLUS CONVENIENCE STORE CORP,YAHYA CONVENIENCE,89-58,FRANCIS LEWIS BLVD,,,QUEENS VILLAGE,NY,11427,1500,POINT (-73.757524348 40.718175066)
BRONX,760782,Store,AC,ONE BEST DELI & MORE CORP,ONE BEST DELI & MORE,3807,E TREMONT FL 1,,,BRONX,NY,10465,1000,POINT (-73.820271023 40.824913867)
BRONX,760773,Store,AC,KPODA CT SERVICES LLC,KPODA CT SERVICES,383,E 169TH ST,,,BRONX,NY,10456,600,POINT (-73.910009418 40.834381942)
NEW YORK,760765,Store,A,RA 22 PARK PLACE ENTERPRISES INC,CAFE,211,WEST 61ST STREET,,,NEW YORK,NY,10023,,POINT (-73.987553527 40.772145638)
NEW YORK,760763,Store,AC,HYDRA HOSPITALITY 2 LLC,SPITFIRE CHEESE & SUNDRY,927,8TH AVENUE,,,NEW YORK,NY,10019,1700,POINT (-73.984079144 40.765400804)
NEW YORK,760761,Store,AC,WEST 3RD NYC DELI INC,121 GOURMET DELI,121,W 3RD ST,,,NEW YORK,NY,10012,1000,POINT (-74.000375827 40.730661629)
RICHMOND,760760,Store,AC,OMW THE HIGH STATION DELI CORP,OMW THE HIGH STATION DELI,425,VANDERBILT AVE,,,STATEN ISLAND,NY,10304,,POINT (-74.084328215 40.615621181)
QUEENS,760754,Store,AC,NUNEZ GROCERY AND DELI INC,NUNEZ GROCERY AND DELI,109-59,LEFFERTS BLVD,,,SOUTH OZONE PARK,NY,11420,800,POINT (-73.821270901 40.680681179)
QUEENS,760709,Store,AC,PLACITA 88 CORP,PLACITA 88,88-04,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,1700,POINT (-73.878340765 40.748094521)
BRONX,760662,Store,AC,WHEELER DELI GROCERY CORPORATION,WHEELER DELI GROCERY,1209,WHEELER AVE,,,BRONX,NY,10472,1000,POINT (-73.880316212 40.828844561)
KINGS,760660,Store,AC,356 EXPRESS SULLIVAN FOOD CORP,356 EXPRESS SULLIVAN FOOD,209,SULLIVAN PL,,,BROOKLYN,NY,11225,,POINT (-73.954067656 40.664618309)
QUEENS,760659,Store,AC,GREEN FOOD MART INC,GREEN FOOD MART,89-20,163RD STREET,,,JAMAICA,NY,11432,500,POINT (-73.797957978 40.706331521)
RICHMOND,760658,Store,AC,ON THE GO GROCERIES INC,ON THE GO GROCERIES,1150,HYLAN BLVD,,,STATEN ISLAND,NY,10305,3000,POINT (-74.081068744 40.598464599)
NEW YORK,760655,Store,AC,STEVE DELI FOOD CORPORATION,STEVE DELI FOOD,2923,FREDERICK DOUGLAS BLVD,,,NEW YORK,NY,10039,1200,POINT (-73.937592774 40.829074057)
NEW YORK,760650,Store,AC,116 CONVENIENCE INC,116 CONVENIENCE,116,ELDRIDGE ST,,,NEW YORK,NY,10002,,POINT (-73.991820502 40.718240864)
QUEENS,760649,Store,AC,PATRON DELI INC,PATRON DELI,25-75,COLLEGE POINT BLVD,,,FLUSHING,NY,11354,,POINT (-73.846448126 40.774762426)
KINGS,760647,Store,AC,U FARMER DELI CORP,U FARMER DELI,4010,AVENUE U,,,BROOKLYN,NY,11234,1500,POINT (-73.924279629 40.608363962)
KINGS,760646,Store,AC,F & N BRUKELEN DELI CORP,F & N BRUKELEN DELI,10319,GLENWOOD RD,,,BROOKLYN,NY,11236,1500,POINT (-73.897410265 40.648512063)
KINGS,760644,Store,AC,AMERICAN EXPRESS DELI CORP,AMERICAN EXPRESS DELI,1115,MANHATTAN AVE,,,BROOKLYN,NY,11222,,POINT (-73.955487047 40.736685912)
KINGS,760634,Store,AC,SKS INVESTORS NY LLC,ROSNER’S MEAT,807,AVENUE U,,,BROOKLYN,NY,11223,2800,POINT (-73.962764299 40.598267624)
BRONX,760633,Store,AC,BRONX FAMOUS DELI CORP,BRONX FAMOUS DELI,782,E 163RD ST,,,BRONX,NY,10456,,POINT (-73.902965791 40.822522091)
NEW YORK,760631,Store,A,ROLLGOOD,BITE PLANT BASED,16,W 37TH STREET,,,NEW YORK,NY,10018,,POINT (-73.984270838 40.750712064)
BRONX,760626,Store,AC,ALS FRUIT & VEGETABLES CORP,ALS FRUIT & VEGETABLES,75,EAST KINGSBRIDGE RD,,,BRONX,NY,10468,900,POINT (-73.895530037 40.866850163)
QUEENS,760625,Store,AC,ABU KHALIL DELI & GRILL CORP,ABU KHALIL DELI & GRILL,155-27,JAMAICA AVE,,,JAMAICA,NY,11432,1000,POINT (-73.800583945 40.703380085)
QUEENS,760623,Store,AC,PUERTO PLATA DELI GROCERY INC,PUERTO PLATA DELI GROCERY,202-19,JAMAICA AVE,,,HOLLIS,NY,11423,1750,POINT (-73.756330513 40.713660908)
KINGS,760620,Store,AC,NEW L&C FISH MARKET INC,NEW L&C FISH MARKET,1910,CHURCH AVE,,,BROOKLYN,NY,11226,2400,POINT (-73.961752855 40.649799481)
BRONX,760617,Store,AC,174TH GRAND FOODMART CORP,174TH GRAND FOODMART,1645,GRAND AVE,,,BRONX,NY,10453,1800,POINT (-73.915259109 40.847060741)
RICHMOND,760614,Store,AC,EL NILE MARKET INC,EL NILE MARKET,1172,VICTORY BLVD STORE A1,,,STATEN ISLAND,NY,10301,,POINT (-74.103080711 40.616476178)
NEW YORK,760613,Store,AC,MI LUPITA GROCERY CORP,MI LUPITA GROCERY,132,NAGLE AVE,,,NEW YORK,NY,10040,2000,POINT (-73.926224817 40.861232235)
RICHMOND,760612,Store,AC,FRUTAS Y ABARROTES HM LLC,FRUTAS Y ABARROTES HM,54-A,VICTORY BLVD,,,STATEN ISLAND,NY,10301,1000,POINT (-74.078492734 40.638201484)
NEW YORK,760605,Store,AC,1399 FINEST CAFE GROUP CORP,KRAVE CAFE & DELI,1399,2ND AVE,,,NEW YORK,NY,10021,1500,POINT (-73.958116869 40.769463638)
QUEENS,760579,Store,AC,QWC GROUP INC,TONY DELI & GROCERY,111-02,ROOSEVELT AVE,,,CORONA,NY,11368,,POINT (-73.855603428 40.751525024)
NEW YORK,760576,Store,AC,U & G CORP,U & G CORP,581,W 207TH ST,,,NEW YORK,NY,10034,1300,POINT (-73.920550018 40.866949866)
KINGS,760559,Store,A,JAM RX LLC,NOTTINGHAM PHARMACY,1914,AVENUE M,,,BROOKLYN,NY,11230,,POINT (-73.955645549 40.61838063)
KINGS,760540,Store,A,HEGEMAN CONVENIENCE CORP,HEGEMAN CONVENIENCE,622,CHESTER STREET,,,BROOKLYN,NY,11212,,POINT (-73.908431294 40.656245123)
BRONX,760539,Store,A,TOP HELL MINI MART MARKET CORP,TOP HELL MINI MART MARKET,708,CASTLE HILL AVE,,,BRONX,NY,10473,,POINT (-73.848378981 40.82139133)
KINGS,760538,Store,A,ONE STOP FAMILY MART INC,ONE STOP FAMILY MART,365,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,,POINT (-73.921351579 40.700656385)
NEW YORK,760535,Store,AC,CAPA DELI & GROCERY LLC,CAPA DELI & GROCERY,144,SHERMAN AVE,,,NEW YORK,NY,10034,1200,POINT (-73.923688873 40.864609303)
QUEENS,760527,Store,AC,SAMS GLENDALE SMOKE N CONVENIENCE CORP,SAMS GLENDALE SMOKE N CONVENIENCE,64-20,MYRTLE AVE,,,RIDGEWOOD,NY,11385,,POINT (-73.891656089 40.70093697)
RICHMOND,760523,Store,AC,SOUTH SHORE DELI & CONVENIENCE 1 CORP,SOUTH SHORE DELI & CONVENIENCE 1,7344,AMBOY RD,,,STATEN ISLAND,NY,10307,1500,POINT (-74.241932805 40.510750665)
RICHMOND,760520,Store,AC,ALJAZEERA HALAL MEAT MARKET CORP,ALJAZEERA HALAL MEAT MARKET,1095-1101,HYLAN BLVD,,,STATEN ISLAND,NY,10305,3000,POINT (-74.07931592 40.598804108)
KINGS,760519,Store,AC,CLASSIC DELI & ORGANIC CORP,CLASSIC DELI & ORGANIC,86,LEWIS AVE,,,BROOKLYN,NY,11206,,POINT (-73.937459921 40.694362708)
NEW YORK,760518,Store,AC,GOURMET SQUARE ORGANIC MARKET INC,GOURMET SQUARE ORGANIC MARKET,248,9TH AVE,,,NEW YORK,NY,10001,3700,POINT (-74.000353278 40.747690175)
KINGS,760517,Store,AC,BROOKLYN HEIGHTS DELI CORP,BROOKLYN HEIGHTS DELI,302,STUYVESANT AVE,,,BROOKLYN,NY,11233,,POINT (-73.932489368 40.684434511)
KINGS,760514,Store,AC,OCEAN DELI & GRILL CORP 1,OCEAN DELI & GRILLTHE,1925,CHURCH AVE,,,BROOKLYN,NY,11226,2500,POINT (-73.961469295 40.650115898)
BRONX,760512,Store,AC,3RD AVE BLUE STAR CORP,3RD AVE BLUE STAR,2614,3RD AVE,,,BRONX,NY,10454,1300,POINT (-73.924941716 40.812114869)
KINGS,760511,Store,AC,HARRY COFFEE GROCERY SHOP CORP,HARRY COFFEE GROCERY SHOP,1102,SAINT JOHNS PL,,,BROOKLYN,NY,11213,,POINT (-73.941673587 40.67102246)
NEW YORK,760510,Store,AC,RIDGE MINI MARKET AND DELI 1 CORP,RIDGE MINI MARKET AND DELI 1,129,RIDGE ST,,,NEW YORK,NY,10002,,POINT (-73.982999052 40.719576311)
QUEENS,760508,Store,AC,FOREST DELI AND CONVENIENCE CORPORATION,FOREST DELI AND CONVENIENCE,7220,FOREST AVE,,,RIDGEWOOD,NY,11385,,POINT (-73.898973909 40.699652611)
BRONX,760507,Store,AC,TOP DELI & MORE CORP,TOP DELI & MORE,743,BURKE AVE,,,BRONX,NY,10467,,POINT (-73.86507875 40.871561882)
KINGS,760506,Store,AC,N & M S BROOKLYN DELI INC,N & M'S BROOKLYN DELI,2423,MERMAID AVE,,,BROOKLYN,NY,11224,1200,POINT (-73.991938855 40.575970211)
KINGS,760501,Store,AC,KANZ DELI CORP,KANZ DELI,1492,PARK PL,,,BROOKLYN,NY,11213,,POINT (-73.927736829 40.672093793)
NEW YORK,760486,Store,A,DUANE READE INC,DUANE READE #21437,1,PENN PLAZA,SPC C142,,NEW YORK,NY,10119,,POINT (-73.99159528 40.750946254)
KINGS,760480,Store,AC,HABIBIS DELI & GRILL INC,HABIBIS DELI & GRILL,2436,STILLWELL AVE,,,BROOKLYN,NY,11223,1500,POINT (-73.983799607 40.58796065)
QUEENS,760477,Store,AC,74TH ST GOURMET CORP,74TH ST GOURMET,73-21,METROPOLITAN AVE,,,MIDDLE VILLAGE,NY,11379,,POINT (-73.878516869 40.712921624)
